Well,Plate,Library,Replica,LibRep,LibRepPlateWell,Row,Column,Compound,Supplier.order.no.,EMBL.CBCF.Id,Supplier,Strain,ID,Environment,Product..common.name.,Family,Target,Specific.Target,Chem.ID,AUC
F12,7,PS2,2,PS2-Rep2,PS2-2-7-F12,D,10,HALOXYFOP,45817-100MG,555917,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyridine,Herbicide,,80,27.1133293
F2,7,PS2,2,PS2-Rep2,PS2-2-7-F2,D,12,BENTAZON,32052-250MG,555098,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Thiadiazine,Herbicide,,14,39.74005951
F3,7,PS2,2,PS2-Rep2,PS2-2-7-F3,D,1,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,39.29925006
F4,7,PS2,2,PS2-Rep2,PS2-2-7-F4,D,2,NICOSULFURON,34210-100MG-R,555322,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Sulfonylurea,Herbicide,,111,42.12817299
F5,7,PS2,2,PS2-Rep2,PS2-2-7-F5,D,3,FLUTRIAFOL,34344-100MG,555350,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,,75,41.53174295
F6,7,PS2,2,PS2-Rep2,PS2-2-7-F6,D,4,EMAMECTIN BENZOATE,31733-250MG,555344,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,,160,0.323958856
F7,7,PS2,2,PS2-Rep2,PS2-2-7-F7,D,5,THIACLOPRID,37905-100MG-R,555596,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Neonicotinoid,Insecticide,,145,38.64795982
F8,7,PS2,2,PS2-Rep2,PS2-2-7-F8,D,6,QUINOXYFEN,46439-100MG,555911,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Quinoline,Fungicide,,136,31.90726471
F9,7,PS2,2,PS2-Rep2,PS2-2-7-F9,D,7,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,39.01738531
G1,7,PS2,2,PS2-Rep2,PS2-2-7-G1,E,11,FORMETANATE HYDROCHLORIDE,45514-250MG,555991,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide",,164,32.48879685
G10,7,PS2,2,PS2-Rep2,PS2-2-7-G10,E,8,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,27.36893763
G11,7,PS2,2,PS2-Rep2,PS2-2-7-G11,E,9,DIFLUBENZURON,45446-250MG,474291,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Benzoylurea,Insecticide,,46,22.19816812
G12,7,PS2,2,PS2-Rep2,PS2-2-7-G12,E,10,METHOXYFENOZIDE,32507-50MG,555157,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,,105,24.40181739
G2,7,PS2,2,PS2-Rep2,PS2-2-7-G2,E,12,PROMETRYN,45636-50MG,555774,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazine,Herbicide,,125,38.53163261
G3,7,PS2,2,PS2-Rep2,PS2-2-7-G3,E,1,THIOPHANATE-METHYL,45688-250MG,473576,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,,147,40.36594676
G4,7,PS2,2,PS2-Rep2,PS2-2-7-G4,E,2,HEXYTHIAZOX,33365-100MG,555220,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide","Mites, mite eggs",82,31.39837202
G5,7,PS2,2,PS2-Rep2,PS2-2-7-G5,E,3,FOMESAFEN,46325-100MG-R,555898,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Nitrophenyl ether,Herbicide,,78,40.10063876
G6,7,PS2,2,PS2-Rep2,PS2-2-7-G6,E,4,FLUXAPYROXAD,37047-100MG,555568,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrazole-carboxamide,Fungicide,,76,40.61522719
G7,7,PS2,2,PS2-Rep2,PS2-2-7-G7,E,5,FENOBUCARB,45488-250MG,555725,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,BPMC,Carbamate,Insecticide,Hemiptera,58,43.14238882
G8,7,PS2,2,PS2-Rep2,PS2-2-7-G8,E,6,FLUAZINAM,34095-100MG,555307,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Diarylamine,Fungicide,,66,0.567592588
G9,7,PS2,2,PS2-Rep2,PS2-2-7-G9,E,7,CHLORPYRIPHOS-METHYL,45396-250MG,555657,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,"Insects, worms",31,1.078405832
H1,7,PS2,2,PS2-Rep2,PS2-2-7-H1,F,11,DIAZINON,45428-250MG,473296,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,"Cockroaches, silverfish, ants, and fleas",42,26.64087502
H10,7,PS2,2,PS2-Rep2,PS2-2-7-H10,F,8,PROFENOFOS,45632-250MG,555770,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,,124,26.48552864
H11,7,PS2,2,PS2-Rep2,PS2-2-7-H11,F,9,FLUFENACET,31718-100MG,555086,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Oxyacetanilide,Herbicide,,69,32.62799197
H12,7,PS2,2,PS2-Rep2,PS2-2-7-H12,F,10,FLUDIOXONIL,46102-100MG-R,555877,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,,68,22.60050192
H2,7,PS2,2,PS2-Rep2,PS2-2-7-H2,F,12,METAMITRON,36154-100MG,555434,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazinone,Herbicide,,102,35.71768609
H3,7,PS2,2,PS2-Rep2,PS2-2-7-H3,F,1,2-HYDROXYBIPHENYL,45529-250MG,555747,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"2-Phenylphenol, Dowicide, Torsite, Fungal, Preventol, Nipacide",,Fungicide,,2,26.79495125
H4,7,PS2,2,PS2-Rep2,PS2-2-7-H4,F,2,DICHLOROPHEN,35992-250MG,473309,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Multi-target,"Fungicide, herbicide, bactericide, algicide, anticestodal",44,0.314327012
H5,7,PS2,2,PS2-Rep2,PS2-2-7-H5,F,3,CHLOROTHALONIL,36791-250MG,474361,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Bravo, Echo, and Daconil",,Fungicide,,28,19.54435005
H6,7,PS2,2,PS2-Rep2,PS2-2-7-H6,F,4,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,39.26800351
H7,7,PS2,2,PS2-Rep2,PS2-2-7-H7,F,5,AMITRAZ; NSC 324552,45323-250MG,472932,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide",mites,10,35.26664633
H8,7,PS2,2,PS2-Rep2,PS2-2-7-H8,F,6,PROSULFOCARB,31141-250MG,555023,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,129,29.54811829
H9,7,PS2,2,PS2-Rep2,PS2-2-7-H9,F,7,BROMOXYNIL,45355-250MG,555637,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Nitrile herbicide,Herbicide,Broadleaf weeds,18,39.65728315
A1,7,PS1,3,PS1-Rep3,PS1-3-7-A1,F,10,LINDAN,45548-250MG,473227,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organochlorine,Insecticide,,152,26.9714896
A10,7,PS1,3,PS1-Rep3,PS1-3-7-A10,F,7,THIENCARBAZONE-METHYL,32721-100MG,555185,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,Broadleaf and grassy weeds,153,30.22377032
A11,7,PS1,3,PS1-Rep3,PS1-3-7-A11,F,8,ISOPROTHIOLANE,76547-50MG,555939,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Multi-target,"Insecticide, Fungicide",90,27.29278225
A12,7,PS1,3,PS1-Rep3,PS1-3-7-A12,F,9,FLUMIOXAZIN,32525-100MG,555165,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,70,27.84966495
A2,7,PS1,3,PS1-Rep3,PS1-3-7-A2,F,11,CLOTHIANIDIN,33589-100MG,555256,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Neonicotinoid,Insecticide,,35,26.98408235
A3,7,PS1,3,PS1-Rep3,PS1-3-7-A3,F,12,BIXAFEN,32581-100MG,555172,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrazoles,Fungicide,,16,22.90854873
A4,7,PS1,3,PS1-Rep3,PS1-3-7-A4,F,1,ETONFENPROX,34094-100MG,555306,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,,54,24.92467654
A5,7,PS1,3,PS1-Rep3,PS1-3-7-A5,F,2,BUPROFEZIN,37886-100MG,555584,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,"mealybugs, leafhoppers and whitefly",20,28.15056446
A6,7,PS1,3,PS1-Rep3,PS1-3-7-A6,F,3,METALAXYL,32012-100MG,555092,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Acylalanine,Fungicide,,100,28.03464065
A7,7,PS1,3,PS1-Rep3,PS1-3-7-A7,F,4,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,28.99233587
A8,7,PS1,3,PS1-Rep3,PS1-3-7-A8,F,5,FLUOPICOLIDE,41132-100MG,555605,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Acylpicolide,Fungicide,,71,30.19953993
A9,7,PS1,3,PS1-Rep3,PS1-3-7-A9,F,6,SPINOSAD (MIXTURE OF SPINOSYN A UND D),33706-50MG,555050,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,,138,24.48041682
B1,7,PS1,3,PS1-Rep3,PS1-3-7-B1,G,10,FLONICAMID,32509-25MG,555159,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyridine,Insecticide,"aphids, whiteflies, and thrips",64,28.65474667
B10,7,PS1,3,PS1-Rep3,PS1-3-7-B10,G,7,CHLORFENAPYR,37913-100MG-R,555599,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Halogenated pyrroles,Pro-insecticide,,27,32.56050344
B11,7,PS1,3,PS1-Rep3,PS1-3-7-B11,G,8,MONOSULTAP,32811-100MG,555192,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,,109,34.19133694
B12,7,PS1,3,PS1-Rep3,PS1-3-7-B12,G,9,WARFARIN; COUMAFENE,45706-250MG-R,472403,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Rodenticide,,168,29.12091256
B2,7,PS1,3,PS1-Rep3,PS1-3-7-B2,G,11,CLOSANTEL,34093-100MG,472872,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Halogenated salicylanilide ,Parasiticide,"Flukes, nematodes, arthropods",34,0.871216225
B3,7,PS1,3,PS1-Rep3,PS1-3-7-B3,G,12,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,22.15240605
B4,7,PS1,3,PS1-Rep3,PS1-3-7-B4,G,1,DICHLORVOS; DDVP,45441-250MG,473224,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,,163,33.60963229
B5,7,PS1,3,PS1-Rep3,PS1-3-7-B5,G,2,LINURON,36141-100MG,555426,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Ureas,Herbicide,,94,33.55364291
B6,7,PS1,3,PS1-Rep3,PS1-3-7-B6,G,3,AMETOCTRADIN,32461-50MG,555142,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazolopyrimidine,Fungicide,"Blight, downey mildew",9,31.17635753
B7,7,PS1,3,PS1-Rep3,PS1-3-7-B7,G,4,CYPROCONAZOL (MIXTURE OF DIASTEREOISOMER),46068-100MG,555874,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Azole,Fungicide,,39,30.9168852
B8,7,PS1,3,PS1-Rep3,PS1-3-7-B8,G,5,MANDIPROPAMID,32805-100MG,555190,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Mandelamide ,Fungicide,,97,31.14725032
B9,7,PS1,3,PS1-Rep3,PS1-3-7-B9,G,6,DINOTEFURAN,32499-50MG,555151,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Neonicotinoid,Insecticide,,50,33.03692226
C1,7,PS1,3,PS1-Rep3,PS1-3-7-C1,H,10,TEBUCONAZOLE,32013-250MG,555093,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,143,17.08723635
C10,7,PS1,3,PS1-Rep3,PS1-3-7-C10,H,7,DIMETHOMORPH (MIXTURE OF E AND Z ISOMERS),46027-100MG,555863,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,Mildew and Root Rot,165,34.43219351
C11,7,PS1,3,PS1-Rep3,PS1-3-7-C11,H,8,FLUPYRADIFURONE,37050-100MG,555570,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Butenolide,Insecticide,,73,33.04361471
C12,7,PS1,3,PS1-Rep3,PS1-3-7-C12,H,9,OXYFLUORFEN,35031-100MG,555377,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Goal, Galigan",,Herbicide,Broadleaf and grassy weeds,113,30.84341612
C2,7,PS1,3,PS1-Rep3,PS1-3-7-C2,H,11,PINOXADEN,32821-25MG,555194,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Phenylpyrazolin,Herbicide,Grasses,119,33.013938
C3,7,PS1,3,PS1-Rep3,PS1-3-7-C3,H,12,empty,,NA,,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,33.06958103
C4,7,PS1,3,PS1-Rep3,PS1-3-7-C4,H,1,FENBUCONAZOL,31654-100MG,555073,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,56,30.0231675
C5,7,PS1,3,PS1-Rep3,PS1-3-7-C5,H,2,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,34.53214477
C6,7,PS1,3,PS1-Rep3,PS1-3-7-C6,H,3,FENPROPATHRIN,31223-250MG,555028,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Danitol, Meothrin, Tame",Pyrethroid,Insecticide,,60,28.20321352
C7,7,PS1,3,PS1-Rep3,PS1-3-7-C7,H,4,METRIBUZIN,36165-100MG,555443,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,107,33.61562322
C8,7,PS1,3,PS1-Rep3,PS1-3-7-C8,H,5,MESOTRION,33855-100MG-R,555273,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Callisto, Tenacity",,Herbicide,,99,34.12262736
C9,7,PS1,3,PS1-Rep3,PS1-3-7-C9,H,6,IMAZALIL,32007-100MG,420997,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Freshgard, Fungaflor, and Nuzone",,Fungicide,,83,11.96986437
D1,7,PS1,3,PS1-Rep3,PS1-3-7-D1,A,10,PROPICONAZOLE,45642-250MG,555780,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,128,28.14913068
D10,7,PS1,3,PS1-Rep3,PS1-3-7-D10,A,7,INDOXACARB,33969-25MG-R,555290,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Oxadiazine,Insecticide,Lepidoptera ,87,34.17026547
D11,7,PS1,3,PS1-Rep3,PS1-3-7-D11,A,8,TRIFLOXYSTROBIN,46447-100MG,555913,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Strobilurin,Fungicide,,150,31.20797954
D12,7,PS1,3,PS1-Rep3,PS1-3-7-D12,A,9,ACETOCHLOR,33379-100MG,555230,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Acenit, Keystone, Guardian, Harness, Relay, Sacemid, Surpass, Top-Hand, Trophy and Winner",Chloroacetanilides,Herbicide,,7,28.36878064
D2,7,PS1,3,PS1-Rep3,PS1-3-7-D2,A,11,NOVALURON,32419-25MG,555131,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Benzoylurea,Insecticide,,112,33.33605102
D3,7,PS1,3,PS1-Rep3,PS1-3-7-D3,A,12,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,34.188702
D4,7,PS1,3,PS1-Rep3,PS1-3-7-D4,A,1,THIABENDAZOLE,45684-250MG,420656,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,TBZ,,Multi-target,"Fungicide, Parasiticide",144,32.91049408
D5,7,PS1,3,PS1-Rep3,PS1-3-7-D5,A,2,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,34.44775197
D6,7,PS1,3,PS1-Rep3,PS1-3-7-D6,A,3,BIFENTHRIN,34314-100MG,555338,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,,92,31.28422071
D7,7,PS1,3,PS1-Rep3,PS1-3-7-D7,A,4,CAPTAN,32054-250MG,474245,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Phthalimide,Fungicide,,21,32.57818464
D8,7,PS1,3,PS1-Rep3,PS1-3-7-D8,A,5,PIRIMIPHOS-METHYL,32058-250MG,555104,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Phosphorothioate,Insecticide,,122,32.65797627
D9,7,PS1,3,PS1-Rep3,PS1-3-7-D9,A,6,FLUROXYPYR,45758-100MG-R,555837,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Auxin,Herbicide,,74,34.8607378
E1,7,PS1,3,PS1-Rep3,PS1-3-7-E1,B,10,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,29.41921589
E10,7,PS1,3,PS1-Rep3,PS1-3-7-E10,B,7,MALATHION,36143-100MG,473229,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,,95,33.58421978
E11,7,PS1,3,PS1-Rep3,PS1-3-7-E11,B,8,SPIROTETRAMAT,32713-100MG,555182,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Keto-enol,Insecticide,,141,33.55027521
E12,7,PS1,3,PS1-Rep3,PS1-3-7-E12,B,9,CLETHODIM (MIXTURE OF ISOMERS),34190-50MG,555321,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Cyclohexanedione,Herbicide,Grasses,32,25.97776444
E2,7,PS1,3,PS1-Rep3,PS1-3-7-E2,B,11,DIURON,45463-250MG,555705,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,DCMU,Arylurea,Herbicide,,52,32.64994257
E3,7,PS1,3,PS1-Rep3,PS1-3-7-E3,B,12,CYPRODINIL,34389-100MG,555364,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Anilinopyrimidine,Fungicide,,40,29.67528985
E4,7,PS1,3,PS1-Rep3,PS1-3-7-E4,B,1,ACETAMIPRID; N-(6-CHLORO-3-PYRIDYLMETHYL)-N-CYANO-N-METHYLACETAMIDINE,51625-50MG,555262,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Assail, Chipco",Neonicotinoid,Insecticide,"Sucking insects, fruit flies, fleas",6,32.66974105
E5,7,PS1,3,PS1-Rep3,PS1-3-7-E5,B,2,FENOXAPROP RACEMATE,36849-100MG-R,555554,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,59,33.85985121
E6,7,PS1,3,PS1-Rep3,PS1-3-7-E6,B,3,ISOXAFLUTOLE,46437-100MG,555909,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,91,34.67922175
E7,7,PS1,3,PS1-Rep3,PS1-3-7-E7,B,4,TRIADIMENOL A,45694-250MG,555816,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,162,33.72935833
E8,7,PS1,3,PS1-Rep3,PS1-3-7-E8,B,5,HEXACHLOROPHENE,45526-250MG,440037,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,Nabac,Organochlorine,Multi-target,"Fungicide, plant bactericide, and acaricide",81,0.50262334
E9,7,PS1,3,PS1-Rep3,PS1-3-7-E9,B,6,PIPERONYL BUTOXIDE,45626-100MG,473471,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,PBO,,Synergist,"Enhances the potency of certain pesticides such as carbamates, pyrethrins, pyrethroids, and rotenone",120,26.69618211
F1,7,PS1,3,PS1-Rep3,PS1-3-7-F1,C,10,S-METOLACHLOR,33859-100MG-R,555275,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,Grasses,3,28.77589413
F10,7,PS1,3,PS1-Rep3,PS1-3-7-F10,C,7,DIFENOCONAZOL,36531-250MG,555485,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,45,13.5979724
F11,7,PS1,3,PS1-Rep3,PS1-3-7-F11,C,8,FENAZAFLOR,36504-100MG,555472,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide",Spider mites,55,2.664959679
F12,7,PS1,3,PS1-Rep3,PS1-3-7-F12,C,9,DIFLUFENICAN,45751-100MG,555834,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,Broadleaf and grassy weeds,47,34.02171582
F2,7,PS1,3,PS1-Rep3,PS1-3-7-F2,C,11,PYRIDABEN,46047-25MG-R,555872,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organochlorine,"Insecticide, Acaricide",,133,31.25003483
F3,7,PS1,3,PS1-Rep3,PS1-3-7-F3,C,12,BUPIRIMATE,31510-250MG,555047,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,Nimrod and Roseclear 2,Pyrimidine sulfamates,Fungicide,,19,29.20827607
F4,7,PS1,3,PS1-Rep3,PS1-3-7-F4,C,1,empty,,NA,,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,33.90528222
F5,7,PS1,3,PS1-Rep3,PS1-3-7-F5,C,2,CHLORANTRANILIPROL,32510-25MG,555160,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Ryanoid,Insecticide,"Lepidoptera (moth), Coleoptera (beetle), Diptera (fly), and Isoptera (termite)",25,33.7579561
F6,7,PS1,3,PS1-Rep3,PS1-3-7-F6,C,3,METRAFENONE,32964-100MG,555207,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Benzophenone,Fungicide,,106,33.79328599
F7,7,PS1,3,PS1-Rep3,PS1-3-7-F7,C,4,CARBOSULFAN,32005-100MG,555090,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Carbamate,Insecticide,,24,31.44440035
F8,7,PS1,3,PS1-Rep3,PS1-3-7-F8,C,5,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,35.4621326
F9,7,PS1,3,PS1-Rep3,PS1-3-7-F9,C,6,PYRIPROXIFEN,34174-100MG,555316,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,,135,32.22224876
G1,7,PS1,3,PS1-Rep3,PS1-3-7-G1,D,10,TRICYCLAZOLE,45808-10MG,555841,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazolobenzothiazole,Fungicide,,149,27.89223512
G10,7,PS1,3,PS1-Rep3,PS1-3-7-G10,D,7,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,35.21263486
G11,7,PS1,3,PS1-Rep3,PS1-3-7-G11,D,8,"4,4-DDT",31041-100MG,446465,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organochlorine,Insecticide,,159,28.78163142
G12,7,PS1,3,PS1-Rep3,PS1-3-7-G12,D,9,CARBENDAZIM,45368-250MG,555642,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Benzimidazole,Fungicide,,23,34.72731263
G2,7,PS1,3,PS1-Rep3,PS1-3-7-G2,D,11,ACLONIFEN,36792-50MG-R,555551,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Nitrophenyl ether,Herbicide,,8,31.33946477
G3,7,PS1,3,PS1-Rep3,PS1-3-7-G3,D,12,BAYTHROID (MIXTURE OF ISOMERS),33738-250MG,555266,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,,37,32.45489168
G4,7,PS1,3,PS1-Rep3,PS1-3-7-G4,D,1,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,33.5079146
G5,7,PS1,3,PS1-Rep3,PS1-3-7-G5,D,2,TOLFENPYRAD,37043-25MG,555564,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide",,148,34.57913822
G6,7,PS1,3,PS1-Rep3,PS1-3-7-G6,D,3,FLORASULAM,32586-50MG,555174,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazolopyrimidine sulfonanilide,Herbicide,,65,36.03643638
G7,7,PS1,3,PS1-Rep3,PS1-3-7-G7,D,4,PYMETROZIN,46119-250MG-R,555881,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazine,Insecticide,,131,35.7042285
G8,7,PS1,3,PS1-Rep3,PS1-3-7-G8,D,5,PROCHLORAZ,45631-250MG,555769,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Imidazole,Fungicide,,123,9.922174419
G9,7,PS1,3,PS1-Rep3,PS1-3-7-G9,D,6,PYRACLOSTROBIN,33696-100MG-R,555264,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Strobilurin,Fungicide,,132,32.31639011
H1,7,PS1,3,PS1-Rep3,PS1-3-7-H1,E,10,FLUBENDIAMID,32801-100MG,555189,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Ryanoid,Insecticide,,67,26.09948154
H10,7,PS1,3,PS1-Rep3,PS1-3-7-H10,E,7,FOLPET,32057-250MG,555103,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Phthalimide,Fungicide,,77,33.44517253
H11,7,PS1,3,PS1-Rep3,PS1-3-7-H11,E,8,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,33.31041524
H12,7,PS1,3,PS1-Rep3,PS1-3-7-H12,E,9,PERMETHRIN (MIXTURE OF CIS AND TRANS ISOMERE),45614-250MG,473253,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,,167,27.6045337
H2,7,PS1,3,PS1-Rep3,PS1-3-7-H2,E,11,BIFENAZATE,32504-50MG,555154,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide",Mites,15,25.67124481
H3,7,PS1,3,PS1-Rep3,PS1-3-7-H3,E,12,PENDIMETHALIN,36191-100MG,555464,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Dinitroaniline,Herbicide,,115,32.38560595
H4,7,PS1,3,PS1-Rep3,PS1-3-7-H4,E,1,DIMETHENAMID,31726-100MG,555087,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,48,31.73777152
H5,7,PS1,3,PS1-Rep3,PS1-3-7-H5,E,2,PHOSMET,36195-100MG,555468,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,,117,32.67186833
