Well,Plate,Library,Replica,LibRep,LibRepPlateWell,Row,Column,Compound,Supplier.order.no.,EMBL.CBCF.Id,Supplier,Strain,ID,Environment,Product..common.name.,Family,Target,Specific.Target,Chem.ID,AUC
C8,7,PS1,2,PS1-Rep2,PS1-2-7-C8,A,6,FLUROXYPYR,45758-100MG-R,555837,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Auxin,Herbicide,,74,39.4066166
C9,7,PS1,2,PS1-Rep2,PS1-2-7-C9,A,7,INDOXACARB,33969-25MG-R,555290,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Oxadiazine,Insecticide,Lepidoptera ,87,41.16909824
D1,7,PS1,2,PS1-Rep2,PS1-2-7-D1,B,11,DIURON,45463-250MG,555705,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,DCMU,Arylurea,Herbicide,,52,34.91090785
D10,7,PS1,2,PS1-Rep2,PS1-2-7-D10,B,8,SPIROTETRAMAT,32713-100MG,555182,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Keto-enol,Insecticide,,141,42.53608977
D11,7,PS1,2,PS1-Rep2,PS1-2-7-D11,B,9,CLETHODIM (MIXTURE OF ISOMERS),34190-50MG,555321,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Cyclohexanedione,Herbicide,Grasses,32,39.48233419
D12,7,PS1,2,PS1-Rep2,PS1-2-7-D12,B,10,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,42.58604032
D2,7,PS1,2,PS1-Rep2,PS1-2-7-D2,B,12,CYPRODINIL,34389-100MG,555364,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Anilinopyrimidine,Fungicide,,40,37.72606607
D3,7,PS1,2,PS1-Rep2,PS1-2-7-D3,B,1,ACETAMIPRID; N-(6-CHLORO-3-PYRIDYLMETHYL)-N-CYANO-N-METHYLACETAMIDINE,51625-50MG,555262,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Assail, Chipco",Neonicotinoid,Insecticide,"Sucking insects, fruit flies, fleas",6,36.77338174
D4,7,PS1,2,PS1-Rep2,PS1-2-7-D4,B,2,FENOXAPROP RACEMATE,36849-100MG-R,555554,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,59,36.52276518
D5,7,PS1,2,PS1-Rep2,PS1-2-7-D5,B,3,ISOXAFLUTOLE,46437-100MG,555909,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,91,36.79832337
D6,7,PS1,2,PS1-Rep2,PS1-2-7-D6,B,4,TRIADIMENOL A,45694-250MG,555816,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,162,39.5418594
D7,7,PS1,2,PS1-Rep2,PS1-2-7-D7,B,5,HEXACHLOROPHENE,45526-250MG,440037,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,Nabac,Organochlorine,Multi-target,"Fungicide, plant bactericide, and acaricide",81,0.586661202
D8,7,PS1,2,PS1-Rep2,PS1-2-7-D8,B,6,PIPERONYL BUTOXIDE,45626-100MG,473471,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,PBO,,Synergist,"Enhances the potency of certain pesticides such as carbamates, pyrethrins, pyrethroids, and rotenone",120,39.43150047
D9,7,PS1,2,PS1-Rep2,PS1-2-7-D9,B,7,MALATHION,36143-100MG,473229,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,,95,40.53213439
E1,7,PS1,2,PS1-Rep2,PS1-2-7-E1,C,11,PYRIDABEN,46047-25MG-R,555872,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organochlorine,"Insecticide, Acaricide",,133,29.86863678
E10,7,PS1,2,PS1-Rep2,PS1-2-7-E10,C,8,FENAZAFLOR,36504-100MG,555472,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide",Spider mites,55,1.373906137
E11,7,PS1,2,PS1-Rep2,PS1-2-7-E11,C,9,DIFLUFENICAN,45751-100MG,555834,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,Broadleaf and grassy weeds,47,39.61154254
E12,7,PS1,2,PS1-Rep2,PS1-2-7-E12,C,10,S-METOLACHLOR,33859-100MG-R,555275,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,Grasses,3,32.95495417
E2,7,PS1,2,PS1-Rep2,PS1-2-7-E2,C,12,BUPIRIMATE,31510-250MG,555047,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,Nimrod and Roseclear 2,Pyrimidine sulfamates,Fungicide,,19,34.84811755
E3,7,PS1,2,PS1-Rep2,PS1-2-7-E3,C,1,empty,,NA,,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,2.006194818
E4,7,PS1,2,PS1-Rep2,PS1-2-7-E4,C,2,CHLORANTRANILIPROL,32510-25MG,555160,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Ryanoid,Insecticide,"Lepidoptera (moth), Coleoptera (beetle), Diptera (fly), and Isoptera (termite)",25,38.18825147
E5,7,PS1,2,PS1-Rep2,PS1-2-7-E5,C,3,METRAFENONE,32964-100MG,555207,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Benzophenone,Fungicide,,106,37.03059214
E6,7,PS1,2,PS1-Rep2,PS1-2-7-E6,C,4,CARBOSULFAN,32005-100MG,555090,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Carbamate,Insecticide,,24,33.35233462
E7,7,PS1,2,PS1-Rep2,PS1-2-7-E7,C,5,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,39.90639721
E8,7,PS1,2,PS1-Rep2,PS1-2-7-E8,C,6,PYRIPROXIFEN,34174-100MG,555316,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,,135,35.64504652
E9,7,PS1,2,PS1-Rep2,PS1-2-7-E9,C,7,DIFENOCONAZOL,36531-250MG,555485,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,45,8.92137313
F1,7,PS1,2,PS1-Rep2,PS1-2-7-F1,D,11,ACLONIFEN,36792-50MG-R,555551,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Nitrophenyl ether,Herbicide,,8,31.33036409
F10,7,PS1,2,PS1-Rep2,PS1-2-7-F10,D,8,"4,4-DDT",31041-100MG,446465,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organochlorine,Insecticide,,159,17.68106946
F11,7,PS1,2,PS1-Rep2,PS1-2-7-F11,D,9,CARBENDAZIM,45368-250MG,555642,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Benzimidazole,Fungicide,,23,43.68159078
F12,7,PS1,2,PS1-Rep2,PS1-2-7-F12,D,10,TRICYCLAZOLE,45808-10MG,555841,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazolobenzothiazole,Fungicide,,149,37.82515409
F2,7,PS1,2,PS1-Rep2,PS1-2-7-F2,D,12,BAYTHROID (MIXTURE OF ISOMERS),33738-250MG,555266,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,,37,38.95722572
F3,7,PS1,2,PS1-Rep2,PS1-2-7-F3,D,1,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,39.56919299
F4,7,PS1,2,PS1-Rep2,PS1-2-7-F4,D,2,TOLFENPYRAD,37043-25MG,555564,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide",,148,35.87683912
F5,7,PS1,2,PS1-Rep2,PS1-2-7-F5,D,3,FLORASULAM,32586-50MG,555174,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazolopyrimidine sulfonanilide,Herbicide,,65,37.39664717
F6,7,PS1,2,PS1-Rep2,PS1-2-7-F6,D,4,PYMETROZIN,46119-250MG-R,555881,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazine,Insecticide,,131,39.01920909
F7,7,PS1,2,PS1-Rep2,PS1-2-7-F7,D,5,PROCHLORAZ,45631-250MG,555769,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Imidazole,Fungicide,,123,8.772441559
F8,7,PS1,2,PS1-Rep2,PS1-2-7-F8,D,6,PYRACLOSTROBIN,33696-100MG-R,555264,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Strobilurin,Fungicide,,132,33.76393679
F9,7,PS1,2,PS1-Rep2,PS1-2-7-F9,D,7,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,38.95564385
G1,7,PS1,2,PS1-Rep2,PS1-2-7-G1,E,11,BIFENAZATE,32504-50MG,555154,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide",Mites,15,31.88415966
G10,7,PS1,2,PS1-Rep2,PS1-2-7-G10,E,8,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,38.58040167
G11,7,PS1,2,PS1-Rep2,PS1-2-7-G11,E,9,PERMETHRIN (MIXTURE OF CIS AND TRANS ISOMERE),45614-250MG,473253,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,,167,35.83861797
G12,7,PS1,2,PS1-Rep2,PS1-2-7-G12,E,10,FLUBENDIAMID,32801-100MG,555189,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Ryanoid,Insecticide,,67,31.503459
G2,7,PS1,2,PS1-Rep2,PS1-2-7-G2,E,12,PENDIMETHALIN,36191-100MG,555464,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Dinitroaniline,Herbicide,,115,37.51784024
G3,7,PS1,2,PS1-Rep2,PS1-2-7-G3,E,1,DIMETHENAMID,31726-100MG,555087,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,48,38.81453316
G4,7,PS1,2,PS1-Rep2,PS1-2-7-G4,E,2,PHOSMET,36195-100MG,555468,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,,117,38.54967347
G5,7,PS1,2,PS1-Rep2,PS1-2-7-G5,E,3,PICOXYSTROBIN,33658-100MG-R,555260,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Eonate ester,Fungicide,,118,32.53071176
G6,7,PS1,2,PS1-Rep2,PS1-2-7-G6,E,4,DICAMBA,45430-250MG,555679,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Dianat, Banvel, Diablo, Oracle and Vanquish",,Herbicide,,43,38.23809345
G7,7,PS1,2,PS1-Rep2,PS1-2-7-G7,E,5,CHLORPYRIPHOS,45395-100MG,473297,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,"Insects, worms",30,39.52263734
G8,7,PS1,2,PS1-Rep2,PS1-2-7-G8,E,6,DELTAMETHRIN,45423-250MG,555673,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,Malaria vectors,41,37.95942426
G9,7,PS1,2,PS1-Rep2,PS1-2-7-G9,E,7,FOLPET,32057-250MG,555103,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Phthalimide,Fungicide,,77,40.31115731
H1,7,PS1,2,PS1-Rep2,PS1-2-7-H1,F,11,CLOTHIANIDIN,33589-100MG,555256,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Neonicotinoid,Insecticide,,35,31.68978433
H10,7,PS1,2,PS1-Rep2,PS1-2-7-H10,F,8,ISOPROTHIOLANE,76547-50MG,555939,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Multi-target,"Insecticide, Fungicide",90,36.0020637
H11,7,PS1,2,PS1-Rep2,PS1-2-7-H11,F,9,FLUMIOXAZIN,32525-100MG,555165,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,70,35.30454133
H12,7,PS1,2,PS1-Rep2,PS1-2-7-H12,F,10,LINDAN,45548-250MG,473227,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organochlorine,Insecticide,,152,32.3747292
H2,7,PS1,2,PS1-Rep2,PS1-2-7-H2,F,12,BIXAFEN,32581-100MG,555172,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrazoles,Fungicide,,16,30.90619109
H3,7,PS1,2,PS1-Rep2,PS1-2-7-H3,F,1,ETONFENPROX,34094-100MG,555306,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,,54,29.56137609
H4,7,PS1,2,PS1-Rep2,PS1-2-7-H4,F,2,BUPROFEZIN,37886-100MG,555584,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,"mealybugs, leafhoppers and whitefly",20,33.46981999
H5,7,PS1,2,PS1-Rep2,PS1-2-7-H5,F,3,METALAXYL,32012-100MG,555092,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Acylalanine,Fungicide,,100,34.98143176
H6,7,PS1,2,PS1-Rep2,PS1-2-7-H6,F,4,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,35.81350341
H7,7,PS1,2,PS1-Rep2,PS1-2-7-H7,F,5,FLUOPICOLIDE,41132-100MG,555605,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Acylpicolide,Fungicide,,71,34.37246951
H8,7,PS1,2,PS1-Rep2,PS1-2-7-H8,F,6,SPINOSAD (MIXTURE OF SPINOSYN A UND D),33706-50MG,555050,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,,138,30.71741245
H9,7,PS1,2,PS1-Rep2,PS1-2-7-H9,F,7,THIENCARBAZONE-METHYL,32721-100MG,555185,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,Broadleaf and grassy weeds,153,36.50088242
A1,7,PS2,2,PS2-Rep2,PS2-2-7-A1,G,11,CLOPYRALID ,36758-250MG,555542,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Picolinic acid,Herbicide,Broadleaf weeds,155,33.86878336
A10,7,PS2,2,PS2-Rep2,PS2-2-7-A10,G,8,ACEPHATE,45315-250MG,555617,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,"Aphids, leaf miners, caterpillars, sawflies, thrips, and spider mites ",5,32.93907743
A11,7,PS2,2,PS2-Rep2,PS2-2-7-A11,G,9,CLOMAZONE,46120-100MG-R,555882,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"Command, Commence",,Herbicide,Broadleaf weeds,33,33.82374424
A12,7,PS2,2,PS2-Rep2,PS2-2-7-A12,G,10,CHLORDECON; KEPONE,45379-25MG,555650,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organochlorine,Insecticide,,26,0.614900697
A2,7,PS2,2,PS2-Rep2,PS2-2-7-A2,G,12,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,30.80584932
A3,7,PS2,2,PS2-Rep2,PS2-2-7-A3,G,1,PIRIMICARB,45627-250MG,555767,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Carbamate,Insecticide,Aphids,121,30.86862187
A4,7,PS2,2,PS2-Rep2,PS2-2-7-A4,G,2,CYMOXANIL,34326-100MG,555342,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Ureas,Fungicide,,38,31.70681451
A5,7,PS2,2,PS2-Rep2,PS2-2-7-A5,G,3,PYRIMETHANIL,31577-250MG,555062,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,,134,31.60451216
A6,7,PS2,2,PS2-Rep2,PS2-2-7-A6,G,4,IMAZETHAPYR,37923-100MG-R,555601,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,Broadleaf and grassy weeds,85,28.36226967
A7,7,PS2,2,PS2-Rep2,PS2-2-7-A7,G,5,"2,4-D; 2,4-DICHLOROPHENOXYACETIC ACID",31518-250MG,555049,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,"2,4-D",,Herbicide,Broadleaf weeds,1,27.30484604
A8,7,PS2,2,PS2-Rep2,PS2-2-7-A8,G,6,CYHALOFOP-BUTYL,32753-50MG,555187,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,154,36.13087404
A9,7,PS2,2,PS2-Rep2,PS2-2-7-A9,G,7,DODIN,45466-250MG,555989,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,Also bactericide,161,0.069991257
B1,7,PS2,2,PS2-Rep2,PS2-2-7-B1,H,11,MONOCROTOPHOS,36173-100MG,555449,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,,108,25.8594401
B10,7,PS2,2,PS2-Rep2,PS2-2-7-B10,H,8,MGK 264 (MIXTURE OF ISOMERS),36168-100MG,555444,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Synergist,Enhancing the potency of pyrethroid ingredients,151,37.75935712
B11,7,PS2,2,PS2-Rep2,PS2-2-7-B11,H,9,BENOXACOR,46001-50MG,555852,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide safener,,13,35.11419632
B12,7,PS2,2,PS2-Rep2,PS2-2-7-B12,H,10,IPROVALICARB,33431-100MG-R,555248,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,Oomycetes,89,33.08361177
B2,7,PS2,2,PS2-Rep2,PS2-2-7-B2,H,12,DMSO,,NA,,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,32.57988886
B3,7,PS2,2,PS2-Rep2,PS2-2-7-B3,H,1,MYCLOBUTANIL,34360-100MG,555355,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,110,30.46320026
B4,7,PS2,2,PS2-Rep2,PS2-2-7-B4,H,2,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,33.17641341
B5,7,PS2,2,PS2-Rep2,PS2-2-7-B5,H,3,FENTHION,36552-250MG,473298,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,,62,32.56644519
B6,7,PS2,2,PS2-Rep2,PS2-2-7-B6,H,4,SPIRODICLOFEN,33654-100MG-R,555259,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,"Insecticide, Acaricide",,139,21.96762833
B7,7,PS2,2,PS2-Rep2,PS2-2-7-B7,H,5,MEPIQUAT CHLORIDE,36151-100MG,555977,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Plant Growth Regulator,,157,33.73175601
B8,7,PS2,2,PS2-Rep2,PS2-2-7-B8,H,6,METHAMIDOPHOS,33395-100MG,555242,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Insecticide,,103,8.121447137
B9,7,PS2,2,PS2-Rep2,PS2-2-7-B9,H,7,FLUOPYRAM,32462-50MG,555143,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Multi-target,"Fungicide, nematicide",72,35.45069127
C1,7,PS2,2,PS2-Rep2,PS2-2-7-C1,A,11,IMAZAMOX,34227-100MG,555327,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,84,28.46917352
C10,7,PS2,2,PS2-Rep2,PS2-2-7-C10,A,8,CHLORMEQUAT CHLORIDE,45387-250MG,555987,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Plant Growth Regulator,Adjuvant for herbicides by retarding their oxidative disposal by plants,156,36.31753949
C11,7,PS2,2,PS2-Rep2,PS2-2-7-C11,A,9,CYANTRANILIPROLE,32372-25MG,555122,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Ryanoid,Insecticide,,36,36.1044027
C12,7,PS2,2,PS2-Rep2,PS2-2-7-C12,A,10,DIMETHOATE,45449-100MG,555694,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,preparation B-58,Organophosphate,"Insecticide, Acaricide",,49,35.12739527
C2,7,PS2,2,PS2-Rep2,PS2-2-7-C2,A,12,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,31.71084195
C3,7,PS2,2,PS2-Rep2,PS2-2-7-C3,A,1,IPRODION,36132-100MG,555420,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Hydantoin,Multi-target,"Fungicide, nematicide",88,31.21945912
C4,7,PS2,2,PS2-Rep2,PS2-2-7-C4,A,2,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,33.49221433
C5,7,PS2,2,PS2-Rep2,PS2-2-7-C5,A,3,MANCOZEB,45553-100MG,555993,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Dithiocarbamate,Fungicide,,96,31.96705291
C6,7,PS2,2,PS2-Rep2,PS2-2-7-C6,A,4,FIPRONIL,46451-100MG,473525,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Phenylpyrazole,Insecticide,,63,30.51865183
C7,7,PS2,2,PS2-Rep2,PS2-2-7-C7,A,5,METHOMYL,36159-100MG,555438,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Carbamate,Insecticide,,104,34.09453681
C8,7,PS2,2,PS2-Rep2,PS2-2-7-C8,A,6,ATRAZINE,45330-250MG-R,555626,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazine,Herbicide,Broadleaf and grassy weeds,11,35.29684107
C9,7,PS2,2,PS2-Rep2,PS2-2-7-C9,A,7,PROPANIL,45639-250MG,555777,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Herbicide,,127,34.01221393
D1,7,PS2,2,PS2-Rep2,PS2-2-7-D1,B,11,EPOXICONAZOLE,36848-100MG,555553,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Azole,Fungicide,,53,25.32221448
D10,7,PS2,2,PS2-Rep2,PS2-2-7-D10,B,8,AZOXYSTROBIN,31697-100MG,555082,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,Amistar,,Fungicide,,12,34.36219334
D11,7,PS2,2,PS2-Rep2,PS2-2-7-D11,B,9,SAFLUFENACIL,32435-100MG,555139,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrimidinedione,Herbicide,,137,34.03104679
D12,7,PS2,2,PS2-Rep2,PS2-2-7-D12,B,10,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,30.87107843
D2,7,PS2,2,PS2-Rep2,PS2-2-7-D2,B,12,PROPAMOCARB,45638-250MG,555776,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,Oomycetes,126,33.39625457
D3,7,PS2,2,PS2-Rep2,PS2-2-7-D3,B,1,SULFUR,36576-250MG,555503,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Multi-target,"Insecticide, fungicide and rodenticide ",142,24.56479212
D4,7,PS2,2,PS2-Rep2,PS2-2-7-D4,B,2,IMIDACLOPRID,37894-100MG,447562,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Neonicotinoid,Insecticide,,86,30.94567186
D5,7,PS2,2,PS2-Rep2,PS2-2-7-D5,B,3,CHLORPROPHAM,45393-250MG,446804,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,CIPC,,Herbicide,,29,27.75519816
D6,7,PS2,2,PS2-Rep2,PS2-2-7-D6,B,4,CYPERMETHRIN (MIXTURE OF ISOMERS),36128-100MG,473433,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,,166,26.89121412
D7,7,PS2,2,PS2-Rep2,PS2-2-7-D7,B,5,DINOCAP (MIXTURE OF ISOMERS),45452-100MG,555697,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,"Fungicide, Acaricide",98,9.298177031
D8,7,PS2,2,PS2-Rep2,PS2-2-7-D8,B,6,ABAMECTIN,31732-100MG,555088,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Avermectin,Insecticide,"Insects, mites, nematodes",4,3.010817368
D9,7,PS2,2,PS2-Rep2,PS2-2-7-D9,B,7,METALAXYL-M,32808-100MG,555978,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Acylalanine,Fungicide,,101,34.18852675
E1,7,PS2,2,PS2-Rep2,PS2-2-7-E1,C,11,GLYPHOSATE,45521-250MG,555744,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Organophosphate,Herbicide,,79,28.18941688
E10,7,PS2,2,PS2-Rep2,PS2-2-7-E10,C,8,FENPYROXIMATE,31684-100MG,555081,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrazoles,"Insecticide, Acaricide",,61,19.8926412
E11,7,PS2,2,PS2-Rep2,PS2-2-7-E11,C,9,PENTHIOPYRAD,32064-25MG,555109,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Fungicide,,116,33.92107879
E12,7,PS2,2,PS2-Rep2,PS2-2-7-E12,C,10,LAMBDA-CYHALOTHRIN,31058-100MG,555016,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Pyrethroid,Insecticide,,93,23.86243525
E2,7,PS2,2,PS2-Rep2,PS2-2-7-E2,C,12,PROTHIOCONAZOLE,34232-100MG,555332,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,130,39.03619887
E3,7,PS2,2,PS2-Rep2,PS2-2-7-E3,C,1,BOSCALID,33875-100MG-R,555280,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Carboximide ,Fungicide,,17,36.41977789
E4,7,PS2,2,PS2-Rep2,PS2-2-7-E4,C,2,empty,,NA,,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,34.9843378
E5,7,PS2,2,PS2-Rep2,PS2-2-7-E5,C,3,DITHIANON,45462-250MG,555704,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Naphthodithiin,Fungicide,,51,9.278193346
E6,7,PS2,2,PS2-Rep2,PS2-2-7-E6,C,4,METSULFURON-METHYL,46432-100MG,555908,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Sulfonylurea,Herbicide,Broadleaf weeds,158,37.6788256
E7,7,PS2,2,PS2-Rep2,PS2-2-7-E7,C,5,DMSO,,153353,Roth,302,Flavobacterium 1,Pristine,NA,NA,NA,NA,NA,34.70561599
E8,7,PS2,2,PS2-Rep2,PS2-2-7-E8,C,6,PENCONAZOL,36189-100MG,555463,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Triazole,Fungicide,,114,34.04281826
E9,7,PS2,2,PS2-Rep2,PS2-2-7-E9,C,7,SPIROMESIFEN,33599-100MG,555257,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,,Insecticide,,140,6.462304986
F1,7,PS2,2,PS2-Rep2,PS2-2-7-F1,D,11,FENHEXAMID,31713-100MG,555084,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Hydroxyanilide,Fungicide,,57,28.04909822
F10,7,PS2,2,PS2-Rep2,PS2-2-7-F10,D,8,CARBARYL,32055-250MG,473478,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Carbamate,Insecticide,,22,37.79907268
F11,7,PS2,2,PS2-Rep2,PS2-2-7-F11,D,9,THIAMETHOXAM,37924-100MG-R,555602,SIGMA-ALDRICH,302,Flavobacterium 1,Pristine,,Neonicotinoid,Insecticide,,146,34.26703532
